"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"2025-01-08T08:00:00.000Z","83.33","83.89","80.67","82.02","-2.58","-2.94","4,925,091"
"2025-01-10T08:00:00.000Z","82.49","83.78","80.51","82.69","0.8169","0.4578","4,080,398"
"2025-01-13T08:00:00.000Z","79.33","81.90","77.87","81.79","-1.09","-1.45","4,114,275"
"2025-01-14T08:00:00.000Z","84.54","84.98","83.24","84.21","2.96","2.60","2,423,438"
"2025-01-15T08:00:00.000Z","86.26","88.06","86.17","87.01","3.33","2.97","3,274,779"
"2025-01-16T08:00:00.000Z","86.86","87.97","84.95","87.71","0.8045","0.4454","3,094,964"
"2025-01-17T08:00:00.000Z","89.89","92.74","89.48","91.66","4.50","4.14","5,374,980"
"2025-01-21T08:00:00.000Z","91.92","93.78","89.71","92.80","1.24","0.8846","5,225,458"
"2025-01-22T08:00:00.000Z","91.47","91.90","90.25","91.17","-1.76","-2.12","3,195,005"
"2025-01-23T08:00:00.000Z","89.48","93.39","89.33","90.28","-0.9762","-1.34","9,237,672"
"2025-01-24T08:00:00.000Z","92.06","93.74","91.52","91.67","1.54","1.18","3,463,190"
"2025-01-27T08:00:00.000Z","88.04","89.36","86.21","88.48","-3.48","-3.84","6,781,384"
